1000,50316
1001,50286
1002,50490
1003,50278
1004,50011
1005,50403
1006,50240
1007,50291
1008,50302
1009,50301
1010,50022
1011,50356
1012,50035
1013,50376
1014,50304
1015,50054
1016,50398
1017,50094
1018,50280
1019,50270
1020,50309
1021,50354
1022,50477
1023,50435
1024,50446
1025,50459
1026,50294
1027,50031
1028,50151
1029,50457
1030,50399
1031,50175
1032,50389
1033,50219
1034,50350
1035,50099
1036,50022
1037,50108
1038,50020
1039,50107
1040,50250
1041,50297
1042,50363
1043,50370
1044,50189
1045,50015
1046,50182
1047,50293
1048,50243
1049,50341
1050,50328
1051,50006
1052,50100
1053,50001
1054,50410
1055,50273
1056,50441
1057,50328
1058,50488
1059,50410
1060,50311
1061,50051
1062,50032
1063,50073
1064,50303
1065,50327
1066,50378
1067,50311
1068,50115
1069,50233
1070,50398
1071,50241
1072,50463
1073,50434
1074,50387
1075,50398
1076,50180
1077,50229
1078,50213
1079,50353
1080,50135
1081,50012
1082,50199
1083,50309
1084,50347
1085,50267
1086,50283
1087,50330
1088,50018
1089,50402
1090,50248
1091,50117
1092,50325
1093,50189
1094,50426
1095,50393
1096,50274
1097,50216
1098,50425
1099,50039
1100,50416
1101,50034
1102,50449
1103,50367
1104,50161
1105,50352
1106,50268
1107,50441
1108,50408
1109,50345
1110,50185
1111,50176
1112,50449
1113,50007
1114,50425
1115,50411
1116,50488
1117,50222
1118,50348
1119,50041
1120,50153
1121,50196
1122,50226
1123,50061
1124,50064
1125,50274
1126,50207
1127,50346
1128,50325
1129,50060
1130,50044
1131,50166
1132,50353
1133,50123
1134,50087
1135,50061
1136,50115
1137,50476
1138,50084
1139,50358
1140,50456
1141,50121
1142,50373
1143,50261
1144,50300
1145,50329
1146,50306
1147,50163
1148,50365
1149,50270
1150,50448
1151,50225
1152,50348
1153,50194
1154,50306
1155,50450
1156,50220
1157,50395
1158,50287
1159,50075
1160,50221
1161,50409
1162,50440
1163,50004
1164,50083
1165,50481
1166,50075
1167,50312
1168,50481
1169,50390
1170,50102
1171,50027
1172,50236
1173,50434
1174,50418
1175,50378
1176,50043
1177,50114
1178,50230
1179,50184
1180,50398
1181,50089
1182,50433
1183,50287
1184,50394
1185,50099
1186,50141
1187,50432
1188,50280
1189,50444
1190,50135
1191,50071
1192,50300
1193,50373
1194,50016
1195,50225
1196,50414
1197,50495
1198,50376
1199,50300
1200,50215
1201,50061
1202,50130
1203,50060
1204,50047
1205,50401
1206,50400
1207,50478
1208,50140
1209,50092
1210,50497
1211,50196
1212,50303
1213,50248
1214,50343
1215,50015
1216,50043
1217,50487
1218,50299
1219,50281
1220,50423
1221,50072
1222,50377
1223,50440
1224,50206
1225,50246
1226,50255
1227,50055
1228,50085
1229,50395
1230,50292
1231,50005
1232,50310
1233,50271
1234,50301
1235,50286
1236,50027
1237,50448
1238,50222
1239,50006
1240,50391
1241,50185
1242,50278
1243,50174
1244,50434
1245,50236
1246,50416
1247,50478
1248,50165
1249,50295
1250,50370
1251,50361
1252,50422
1253,50100
1254,50200
1255,50457
1256,50222
1257,50424
1258,50445
1259,50231
1260,50041
1261,50098
1262,50305
1263,50162
1264,50270
1265,50011
1266,50032
1267,50487
1268,50296
1269,50460
1270,50389
1271,50312
1272,50032
1273,50180
1274,50426
1275,50061
1276,50195
1277,50331
1278,50251
1279,50442
1280,50220
1281,50379
1282,50441
1283,50190
1284,50108
1285,50258
1286,50274
1287,50147
1288,50396
1289,50318
1290,50117
1291,50354
1292,50244
1293,50487
1294,50268
1295,50305
1296,50461
1297,50375
1298,50451
1299,50474
1300,50000
1301,50072
1302,50290
1303,50448
1304,50180
1305,50151
1306,50072
1307,50393
1308,50035
1309,50341
1310,50306
1311,50045
1312,50057
1313,50049
1314,50217
1315,50256
1316,50422
1317,50499
1318,50159
1319,50281
1320,50216
1321,50190
1322,50204
1323,50292
1324,50156
1325,50145
1326,50376
1327,50425
1328,50157
1329,50171
1330,50131
1331,50419
1332,50256
1333,50049
1334,50217
1335,50414
1336,50021
1337,50164
1338,50331
1339,50137
1340,50023
1341,50401
1342,50263
1343,50477
1344,50151
1345,50444
1346,50184
1347,50046
1348,50240
1349,50458
1350,50032
1351,50419
1352,50480
1353,50423
1354,50062
1355,50039
1356,50326
1357,50247
1358,50421
1359,50468
1360,50134
1361,50468
1362,50018
1363,50442
1364,50384
1365,50371
1366,50276
1367,50222
1368,50489
1369,50230
1370,50464
1371,50123
1372,50313
1373,50038
1374,50404
1375,50439
1376,50225
1377,50460
1378,50115
1379,50292
1380,50076
1381,50328
1382,50294
1383,50164
1384,50260
1385,50449
1386,50240
1387,50231
1388,50292
1389,50201
1390,50267
1391,50307
1392,50142
1393,50200
1394,50399
1395,50384
1396,50072
1397,50129
1398,50329
1399,50193
1400,50132
1401,50252
1402,50338
1403,50189
1404,50407
1405,50203
1406,50426
1407,50271
1408,50470
1409,50092
1410,50225
1411,50340
1412,50491
1413,50178
1414,50050
1415,50004
1416,50253
1417,50154
1418,50008
1419,50360
1420,50266
1421,50325
1422,50039
1423,50009
1424,50065
1425,50158
1426,50265
1427,50245
1428,50341
1429,50294
1430,50160
1431,50430
1432,50029
1433,50141
1434,50309
1435,50300
1436,50071
1437,50181
1438,50187
1439,50043
1440,50455
1441,50357
1442,50308
1443,50317
1444,50429
1445,50342
1446,50290
1447,50110
1448,50354
1449,50009
1450,50310
1451,50343
1452,50335
1453,50014
1454,50466
1455,50447
1456,50121
1457,50073
1458,50081
1459,50099
1460,50172
1461,50435
1462,50133
1463,50276
1464,50106
1465,50350
1466,50220
1467,50222
1468,50471
1469,50144
1470,50402
1471,50147
1472,50097
1473,50460
1474,50257
1475,50439
1476,50452
1477,50187
1478,50454
1479,50083
1480,50071
1481,50202
1482,50127
1483,50169
1484,50027
1485,50392
1486,50395
1487,50461
1488,50414
1489,50199
1490,50345
1491,50385
1492,50110
1493,50426
1494,50402
1495,50452
1496,50299
1497,50275
1498,50416
1499,50328
1500,50356
1501,50076
1502,50259
1503,50460
1504,50326
1505,50066
1506,50302
1507,50450
1508,50258
1509,50382
1510,50335
1511,50383
1512,50174
1513,50101
1514,50390
1515,50297
1516,50010
1517,50354
1518,50160
1519,50159
1520,50441
1521,50451
1522,50094
1523,50257
1524,50056
1525,50440
1526,50329
1527,50049
1528,50368
1529,50211
1530,50372
1531,50229
1532,50312
1533,50138
1534,50433
1535,50381
1536,50094
1537,50278
1538,50035
1539,50102
1540,50335
1541,50267
1542,50200
1543,50179
1544,50145
1545,50221
1546,50025
1547,50006
1548,50349
1549,50225
1550,50458
1551,50448
1552,50026
1553,50047
1554,50390
1555,50074
1556,50009
1557,50022
1558,50176
1559,50172
1560,50003
1561,50000
1562,50217
1563,50180
1564,50364
1565,50360
1566,50492
1567,50291
1568,50308
1569,50192
1570,50455
1571,50411
1572,50064
1573,50022
1574,50463
1575,50201
1576,50064
1577,50089
1578,50462
1579,50275
1580,50287
1581,50077
1582,50045
1583,50403
1584,50120
1585,50240
1586,50059
1587,50007
1588,50279
1589,50344
1590,50064
1591,50130
1592,50095
1593,50374
1594,50432
1595,50182
1596,50375
1597,50160
1598,50151
1599,50470
1600,50286
1601,50121
1602,50039
1603,50113
1604,50404
1605,50000
1606,50216
1607,50115
1608,50187
1609,50472
1610,50129
1611,50175
1612,50066
1613,50444
1614,50214
1615,50251
1616,50205
1617,50371
1618,50235
1619,50187
1620,50454
1621,50156
1622,50309
1623,50391
1624,50372
1625,50314
1626,50187
1627,50175
1628,50059
1629,50378
1630,50112
1631,50099
1632,50447
1633,50299
1634,50295
1635,50095
1636,50171
1637,50371
1638,50045
1639,50127
1640,50101
1641,50494
1642,50301
1643,50402
1644,50172
1645,50175
1646,50218
1647,50037
1648,50134
1649,50028
1650,50414
1651,50065
1652,50272
1653,50336
1654,50077
1655,50032
1656,50425
1657,50439
1658,50442
1659,50322
1660,50225
1661,50353
1662,50211
1663,50410
1664,50218
1665,50129
1666,50052
1667,50449
1668,50056
1669,50377
1670,50296
1671,50238
1672,50279
1673,50019
1674,50235
1675,50411
1676,50347
1677,50215
1678,50073
1679,50012
1680,50490
1681,50402
1682,50390
1683,50293
1684,50205
1685,50048
1686,50043
1687,50007
1688,50014
1689,50073
1690,50214
1691,50237
1692,50143
1693,50277
1694,50314
1695,50325
1696,50091
1697,50161
1698,50454
1699,50339
1700,50415
1701,50230
1702,50407
1703,50070
1704,50352
1705,50069
1706,50353
1707,50087
1708,50479
1709,50245
1710,50277
1711,50387
1712,50183
1713,50042
1714,50045
1715,50169
1716,50183
1717,50342
1718,50413
1719,50161
1720,50300
1721,50319
1722,50435
1723,50043
1724,50472
1725,50281
1726,50179
1727,50226
1728,50062
1729,50233
1730,50055
1731,50261
1732,50300
1733,50342
1734,50376
1735,50440
1736,50352
1737,50440
1738,50477
1739,50324
1740,50388
1741,50036
1742,50206
1743,50129
1744,50282
1745,50257
1746,50107
1747,50268
1748,50197
1749,50396
1750,50288
1751,50234
1752,50125
1753,50481
1754,50033
1755,50237
1756,50340
1757,50457
1758,50085
1759,50240
1760,50461
1761,50111
1762,50445
1763,50148
1764,50052
1765,50427
1766,50350
1767,50070
1768,50172
1769,50277
1770,50095
1771,50344
1772,50196
1773,50364
1774,50163
1775,50118
1776,50455
1777,50080
1778,50177
1779,50280
1780,50371
1781,50055
1782,50239
1783,50425
1784,50007
1785,50393
1786,50266
1787,50421
1788,50389
1789,50477
1790,50070
1791,50333
1792,50219
1793,50025
1794,50007
1795,50012
1796,50392
1797,50027
1798,50467
